"clean_txt","sentiment"
"Finance Ministry examining issues in converting GST Network togovernment company  via   GST",1
"RT          ",0
"RT    If you thought Modi s pathetic pilfering of UPA policies are bad  it s implementation is even worse  GST",-1
"       ",0
" If you thought Modi s pathetic pilfering of UPA policies are bad  it s implementation is even worse  GST  aadhar",-1
"RT   Currently live with some more tera  im feeling well enough to stream again  but still a little bunged up  come and chat",0
"RT   Affordable Housing Still Needs Lower 5 Percent GST Rate  gst  home  affordablehousing   ",-1
"RT    Petro products need to be brought under  GST  says Petroleum and Naural Gas Minister  DharmendraPradhan ",0
"RT    GST Q amp A      20th April ",0
" GST Q amp A      20th April ",0
"RT   The Second Single track  Kelambu from  GoliSoda2 coming soon     GST    ",0
"RT   Respected media heads  the amount of time you have spent in debating on  GST   castingcouch is very much huge when compared wit",0
"RT   Respected media heads  the amount of time you have spent in debating on  GST   castingcouch is very much huge when compared wit",0
"RT   The Second Single track  Kelambu from  GoliSoda2 coming soon     GST    ",0
"Respected media heads  the amount of time you have spent in debating on  GST   castingcouch is very much huge when ",-1
"RT   In order to minimalise tax evasion   CBDT has decided in principle of furnishing  GST related payments for some eligible",-1
"   What s happening to railway  No fog  No Rain   No accident   then why these train are runn ",-1
"RT   Duty free shops at Delhi international airport liable to pay  GST   ",1
" some guidance from  on  billto  shipto  gst  ewaybill",1
"New industrial policy to up investment  manufacturing share in GDP  says Suresh Prabhu  ",1
"RT   So proud of this team of IRS officers who got PMs Award for Excellence in Public Administration for giving India one of",1
"RT    Civil Service is not a bed of roses and glad that nation recognise it proud of team of  IRS officers who got PMs Awar",1
"RT    BFSI  PMKVY  successstory f Yukti  on comptng hr  GST course 4m  prtnr  she is nw wrkng at Brij cat",0
"RT   The speed of things that are happening today in India  GST  ODF  DBT etc is causing extreme discomfort to  and alli",-1
"  Whilst both interviews may be considered a train wreck  at least  Hewson honestly answered the qu ",-1
"Duty free shops at Delhi international airport liable to pay  GST   ",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT   A sunrise  SME sector   2nd biggest employment generator bread earner for cottage industry is heading to sunset with mis",1
"RT   What is the reason  To reduce cost  Then people will ask  what about my cost  I am also suffering   GST  ECRL",0
" Fahmi   GST will be giant killer in Lembah Pantai   news  nation  bn  fmt  ge14  kl",0
"RT   Big problem is overall mismanagement of economy derailing it first by  Demonetisation then a botched up  GST roll out fi",-1
"Thank you  Un following   NarendraModi    AlluArjun your done a great job  GreatJobAlluArjun ",1
"RT     That s true   Demonetisation  GST would have never happened if elections were in  PMModi  s m",0
"Currently live with some more tera  im feeling well enough to stream again  but still a little bunged up  come and ",0
"RT   Benefit in Business  GST  NewIndia ",1
"Are you prepared to simultaneously handle changes in  revenuerecognition as well as  GST   ",1
"   why don t u do 1 thing which is sit around n f  k every single Indians LIFE  ",1
"RT     Yes  Its clear Time to time people of India have proven it that they are the supreme power in de",1
"RT   Benefit in Business  GST  NewIndia ",1
" GST alert  Shopping at Delhi airports duty Free shops  Now  pay Goods and Services Tax  GST   GSTCouncil ",1
"A sunrise  SME sector   2nd biggest employment generator bread earner for cottage industry is heading to sunset wit ",1
"RT   The Second Single track  Kelambu from  GoliSoda2 coming soon     GST    ",0
"RT    Duty Free  shops at Delhi International airport liable to pay  GST ",1
"RT   This is too bad      supply is less than  demand    Creating impact on this    Government have to give some subsidy here",-1
"This is too bad      supply is less than  demand    Creating impact on this    Government have to give some subsidy ",-1
"After Pondattee  the 2nd track  Kelambu from  GoliSoda2 is set to release next week    An  musical ",1
"Charismatic  ChangyongRhee  Director of the Asia amp Pacific Department  IMF says  India is ready to RUN  amp  is outpacing ",1
" Duty Free  shops at Delhi International airport liable to pay  GST ",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT    Petro products need to be brought under  GST  says Petroleum and Naural Gas Minister  DharmendraPradhan ",0
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   So proud of this team of IRS officers who got PMs Award for Excellence in Public Administration for giving India one of",1
"RT    GST alert  Shopping at  Delhi airport s  duty Free  shops  Now  pay  GoodsandServicesTax ",1
" GST alert  Shopping at  Delhi airport s  duty Free  shops  Now  pay  GoodsandServicesTax ",1
" Ask Govt to implement  GST",0
"RT    Civil Service is not a bed of roses and glad that nation recognise it proud of team of  IRS officers who got PMs Awar",1
"RT   Benefit in Business  GST  NewIndia ",1
"How about ending the great  GST rip off   auspol  wapol ",0
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Canteen services  analysis of Advance Ruling Authority  Kerala  Goods and Services Tax    GST   By   Suriyanarayanan Iyer   Dat",1
"RT   Last day of GSTR 3B  Step by Step GSTR 3B Return Filing Procedure Guide   Visit for more information  ",1
"RT   Upgrade to the latest release of Tally ERP 9 to update your business to the latest changes in GST  Check out what s new",0
"RT   Kerala State  GST Rules on Other State Lotteries  Unconstitutional  Kerala HC  Read Judgment    Read more at  ",-1
"RT   GST Reminder  Today is the last date to file GSTR 3B for March  2018 File your  GSTR3B return today   Use   software sol",1
"Benefit in Business  GST  NewIndia ",1
"RT    Ewaybill for  IntraState supplies in Maharashtra to commence from May 1st  2018  Use   software solutions for simple an",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"  2 n    PMAY no proper implementation   National urban livelihoods mission failure   Herit ",0
"Modi Led Centre Congratulates Mamatas Govt Over  GST   kolkata  mainslider  mamatagovt",0
"INPUT TAX CREDIT  Goods and Services Tax   Started By   SOHAN LAL   Dated   22 4 2018 Last Replied Date   22 4 2018 ",1
"GST roadblocks hit India s export prospects in FY 18  PHD   ET Auto    GST",-1
" Ma am   GST data is also abt development   Collection directly influences fiscal deficit  welfare sche ",-1
"Post the super hit track Pondattee  the 2nd track  Kelambu from  GoliSoda2 is set to release next week  An ",-1
" U 092A  U 094D  U 0930  U 0915  U 0943  U 0924  U 093F    U 0930  U 0915  U 094D  U 0937  U 0924  U 093F   U 0930  U 0915  U 094D  U 0937  U 093F  U 0924  U 093E  I Nature Protects  If She is Protected The earth is what we all have in common And it is ou ",0
"The  Modi led Centre has congratulated the  govt for the turnaround in  WestBengal s re ",0
" Good collection  Don t take me wrong  just let me know  one more data item    Y  GST collection stagna ",1
"Why we are providing  free valetparking  at  restaurants When it is actually taxed under  GST    It is informed th ",1
"RT    India s  RealEstate market will set the tone for 2018 with landmark  reforms like the Real Estate Regulatory Authority   RERA",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"   GST   Input Tax Credit  Letter to Hon  Finance Minister Sh  Arun Jaitleyji  Chairman  GST ",1
"Single Page  ed  U 00A0  U 00BD  ed  U 00B3  U 00B0 GST Return will be introduced in 3 6 months  says Hasmukh Adhia  GST  More at  ",0
"After Pondattee  the 2nd track  Kelambu from  GoliSoda2 is set to release next week    An  musical ",1
"    Hw true was my news tweet on Chinas influence  Sri Lanka pledges s ",0
"RT   WATCH THIS VID     GoddessSydneyThunder  GST  MuscularLegs  NeckScissor  fitbody  HeadScissor  Qu",0
"RT   Speech aganist  Fake doctors ed  U 00A0  U 00BD  ed  U 00B1  U 008D   Aganist  Gst ed  U 00A0  U 00BD  ed  U 00B1  U 008C   Aganist  Government ed  U 00A0  U 00BD  ed  U 00B8  U 008E   Guts just  Thalapathy thinks ed  U 00A0  U 00BD  ed  U 00B4  U 00A5   MERSAL RECORD OPENI",0
"Welcome to Real Rich  India       GST   selling   Train   stupid    Aadhar  card ",0
"Big problem is overall mismanagement of economy derailing it first by  Demonetisation then a botched up  GST roll o ",-1
" bitter man  sad  whatever happened in the past  just let it go  we can forgive but we dont have to fo ",1
"RT    No Paritosh  Jurisprudence is the domain of courts  It is a lack of institutional capability and the comfor",-1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
" Modi  implimented  GST please support him I told told  Farmers   There replays  what is it  ",0
"Post the super hit track  Pondattee  the 2nd track  Kelambu from  GoliSoda2 Coming Soon       An  musi ",-1
"GoliSoda2 2nd single track  kelambu releasing soon     GST    in lead Director  ",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Can any one explain what are the advantages framer getting from  GST   How farmer utilizing  GST  As a educated and as",1
"Can any one explain what are the advantages framer getting from  GST   How farmer utilizing  GST  As a educated and ",1
"RT   New system to plug GST leaks soon  Adhia   Times of India   ",0
"Attention  Composition Dealers  GST ",1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT      why govt not included farmers products under  GST  Exp  1kg rice before 50 rs now including GST it will ra",1
"New system to plug GST leaks soon  Adhia   Times of India   ",0
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"RT   All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the govt",-1
"All time high petrol   fuel prices are nothing but state sponsored loot  The same can be easily controlled by the g ",-1
"  has nothing to lose now  it should press for bringing petrol diesel under  GST",-1
"Kindly bring  Petrol  Diesel under  GST           ",0
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
" No Paritosh  Jurisprudence is the domain of courts  It is a lack of institutional capability and the ",-1
"RT   What is the reason  To reduce cost  Then people will ask  what about my cost  I am also suffering   GST  ECRL",0
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Post the super hit track Pondaati  the 2nd track  Kelambu from  GoliSoda2 is set to release soon  A  musica",-1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   single track 2  kelambu song from next week  Spirit of  GST ed  U 00A0  U 00BD  ed  U 00B2  U 00AA  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB Stay tuned    ",1
"RT   Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"Good piece but missed mention of no  GST refunds to apparel exporters as an important reason  ",1
"RT   What is the reason  To reduce cost  Then people will ask  what about my cost  I am also suffering   GST  ECRL",0
"Post the super hit track Pondattee  the 2nd track  Kelambu from  GoliSoda2 is set to release next week  An ",-1
"Followed by Good  U 2795 ve Response for  Pondattee ed  U 00A0  U 00BD  ed  U 00B1  U 00B1  U 200D  U 2640  U FE0F  ed  U 00A0  U 00BE  ed  U 00B5  U 0098   Team  GoliSoda2 ed  U 00A0  U 00BC  ed  U 00BD  U 00BE  U 270C  U FE0F  is Eyeing to Unveil 2 U 20E3 nd Single  Kelambu ed  U 00A0  U 00BC  ed  U 00BF  U 0083  ed  U 00A0  U 00BD  ed  U 00B2  U 00A5  So ",1
" Please RT Information  Must Note for  TaxPayers   Till the return forms are simplified  GSTR1  the selle ",1
"RT   Post the super hit track Pondaati  the 2nd track  Kelambu from  GoliSoda2 is set to release soon  A  musica",-1
"Post the super hit track Pondaati  the 2nd track  Kelambu from  GoliSoda2 is set to release soon  A  m ",-1
